orth_,lemma_,tag_,pos_,dep_,head,is_stop,is_punct,is_digit
urzadzenie,urzadzenie,GER,NOUN,nsubj,zagospodarowanie,False,False,False
zieleni,zieleń,SUBST,NOUN,obj,urzadzenie,False,False,False
miejskiej,miejski,ADJ,ADJ,amod,zieleni,False,False,False
miedzy,miedzy,PREP,ADP,case,ul,True,False,False
ul,ul,BREV,X,nmod,urzadzenie,False,False,False
.,.,INTERP,PUNCT,punct,ul,False,True,False
dedala,dedala,SUBST,ADJ,nmod,ul,False,False,False
6,6,NUM,X,nmod,urzadzenie,False,False,True
a,a,CONJ,CCONJ,cc,korona,True,False,False
korona,korona,SUBST,NOUN,conj,urzadzenie,False,False,False
klifu,klif,SUBST,NOUN,nmod:arg,korona,False,False,False
zagospodarowanie,zagospodarowanie,GER,NOUN,ROOT,zagospodarowanie,False,False,False
terenu,teren,SUBST,NOUN,obj,zagospodarowanie,False,False,False
po,po,PREP,ADP,case,baraku,True,False,False
bytym,bytym,ADJ,ADJ,amod,baraku,False,False,False
baraku,barak,SUBST,NOUN,nmod,zagospodarowanie,False,False,False
przy,przy,PREP,ADP,case,ulicy,True,False,False
ulicy,ulica,SUBST,NOUN,nmod,baraku,False,False,False
dedala,dedala,SUBST,ADJ,nmod,ulicy,False,False,False
-,-,INTERP,PUNCT,punct,stworzenie,False,True,False
stworzenie,stworzenie,GER,NOUN,conj,zagospodarowanie,False,False,False
sciezek,sciezek,SUBST,NOUN,obj,stworzenie,False,False,False
",",",",INTERP,PUNCT,punct,ustawienie,False,True,False
ustawienie,ustawienie,GER,NOUN,conj,stworzenie,False,False,False
fawek,fawek,SUBST,NOUN,obj,ustawienie,False,False,False
",",",",INTERP,PUNCT,punct,nasadzenia,False,True,False
nasadzenia,nasadzenia,SUBST,NOUN,conj,stworzenie,False,False,False
zieleni,zieleń,SUBST,NOUN,nmod:arg,nasadzenia,False,False,False
i,i,CONJ,CCONJ,cc,aranzacja,True,False,False
aranzacja,aranzacja,SUBST,NOUN,conj,stworzenie,False,False,False
matej,matej,ADJ,ADJ,amod,architektury,False,False,False
architektury,architektura,SUBST,NOUN,nmod,aranzacja,False,False,False
montaz,montaz,SUBST,NOUN,nmod,aranzacja,False,False,False
fontann,fontanna,SUBST,NOUN,nmod,montaz,False,False,False
wody,woda,SUBST,NOUN,nmod,fontann,False,False,False
pitnej,pitny,ADJ,ADJ,amod,wody,False,False,False
w,w,PREP,ADP,case,punktach,True,False,False
ruchliwych,ruchliwy,ADJ,ADJ,amod,punktach,False,False,False
punktach,punkt,SUBST,NOUN,nmod,aranzacja,False,False,False
dzielnicy,dzielnica,SUBST,NOUN,nmod,punktach,False,False,False
:,:,INTERP,PUNCT,punct,stworzenie,False,True,False
przy,przy,PREP,ADP,case,placu,True,False,False
placu,plac,SUBST,NOUN,obl,dedala,False,False,False
zabaw,zabawa,SUBST,NOUN,nmod:arg,placu,False,False,False
oraz,oraz,CONJ,CCONJ,cc,poczatku,True,False,False
na,na,PREP,ADP,case,poczatku,True,False,False
poczatku,poczatku,SUBST,NOUN,conj,placu,False,False,False
sciezki,sciezki,SUBST,NOUN,nmod,poczatku,False,False,False
rowerowej,rowerowy,ADJ,ADJ,amod,sciezki,False,False,False
rozbudowa,rozbudowa,SUBST,NOUN,nmod,placu,False,False,False
placu,plac,SUBST,NOUN,nmod,rozbudowa,False,False,False
zabaw,zabawa,SUBST,NOUN,nmod:arg,placu,False,False,False
dla,dla,PREP,ADP,case,dzieci,True,False,False
dzieci,dziecko,SUBST,NOUN,nmod,placu,False,False,False
mtodszych,mtodszych,ADJ,ADJ,amod,dzieci,False,False,False
",",",",INTERP,PUNCT,punct,starszych,False,True,False
starszych,stary,ADJ,ADJ,conj,mtodszych,False,False,False
i,i,CONJ,CCONJ,cc,mtodziezy,True,False,False
mtodziezy,mtodziezy,SUBST,ADJ,conj,mtodszych,False,False,False
przy,przy,PREP,ADP,case,ulicy,True,False,False
ulicy,ulica,SUBST,NOUN,obl,mtodszych,False,False,False
dedala,dedala,SUBST,VERB,conj,zagospodarowanie,False,False,False
6,6,NUM,NUM,amod,montaz,False,False,True
-,-,NUM,PUNCT,punct,8,False,True,False
8,8,NUM,X,conj,6,False,False,True
montaz,montaz,SUBST,NOUN,iobj,dedala,False,False,False
dwóch,dwa,NUM,NUM,nummod,defibrylatorów,False,False,False
defibrylatorów,defibrylator,SUBST,NOUN,nmod,montaz,False,False,False
-,-,INTERP,PUNCT,punct,parafii,False,True,False
przy,przy,PREP,ADP,case,parafii,True,False,False
parafii,parafia,SUBST,NOUN,obl,dedala,False,False,False
przy,przy,PREP,ADP,case,ul,True,False,False
ul,ul,BREV,X,nmod,parafii,False,False,False
.,.,INTERP,PUNCT,punct,ul,False,True,False
rybaków,rybak,SUBST,NOUN,nmod,ul,False,False,False
oraz,oraz,CONJ,CCONJ,cc,wspólnocie,True,False,False
przy,przy,PREP,ADP,case,wspólnocie,True,False,False
wspólnocie,wspólnota,SUBST,NOUN,conj,parafii,False,False,False
mieszkaniowej,mieszkaniowy,ADJ,ADJ,amod,wspólnocie,False,False,False
przy,przy,PREP,ADP,case,ul,True,False,False
ul,ul,BREV,X,nmod,wspólnocie,False,False,False
.,.,INTERP,PUNCT,punct,ul,False,True,False
ikara,ikara,SUBST,PROPN,nmod,ul,False,False,False
6,6,NUM,NUM,nmod,ul,False,False,True
nasadzenia,nasadzenia,GER,NOUN,nmod:arg,ul,False,False,False
kwiatów,kwiat,SUBST,NOUN,nmod:arg,nasadzenia,False,False,False
i,i,CONJ,CCONJ,cc,kompozycji,True,False,False
innych,inny,ADJ,ADJ,amod,kompozycji,True,False,False
kompozycji,kompozycja,SUBST,NOUN,conj,ul,False,False,False
roslinnych,roslinnych,ADJ,ADJ,acl,kompozycji,False,False,False
przy,przy,PREP,ADP,case,ulicach,True,False,False
ulicach,ulica,SUBST,NOUN,obl,roslinnych,False,False,False
dedala,dedala,SUBST,NOUN,obl:arg,roslinnych,False,False,False
",",",",INTERP,PUNCT,punct,ikara,False,True,False
ikara,ikara,SUBST,PROPN,conj,dedala,False,False,False
",",",",INTERP,PUNCT,punct,zielonej,False,True,False
zielonej,zielony,ADJ,ADJ,conj,dedala,False,False,False
i,i,CONJ,CCONJ,cc,rybaków,True,False,False
rybaków,rybak,SUBST,NOUN,conj,dedala,False,False,False
oswietlenie,oswietlenie,GER,NOUN,iobj,dedala,False,False,False
boiska,boisko,SUBST,NOUN,obj,oswietlenie,False,False,False
przy,przy,PREP,ADP,case,szkole,True,False,False
szkole,szkoła,SUBST,NOUN,nmod,oswietlenie,False,False,False
podstawowej,podstawowy,ADJ,ADJ,amod,szkole,False,False,False
nr,nr,BREV,X,nmod,oswietlenie,False,False,False
28,28,NUM,X,amod,nr,False,False,True
wykonanie,wykonanie,GER,NOUN,nmod,oswietlenie,False,False,False
ogólnodostepnego,ogólnodostepnego,PPAS,ADJ,amod,parkingu,False,False,False
parkingu,parking,SUBST,NOUN,obj,wykonanie,False,False,False
na,na,PREP,ADP,case,terenie,True,False,False
terenie,teren,SUBST,NOUN,nmod,wykonanie,False,False,False
parafii,parafia,SUBST,NOUN,nmod:arg,terenie,False,False,False
biskupa,biskup,SUBST,NOUN,nmod,parafii,False,False,False
józefa,józefa,SUBST,PROPN,appos,biskupa,False,False,False
sebastiana,sebastiana,PPAS,PROPN,appos,biskupa,False,False,False
pelczara,pelczara,SUBST,PROPN,obj,wykonanie,False,False,False
budowa,budowa,SUBST,NOUN,obj,wykonanie,False,False,False
rekreacyjnych,rekreacyjny,ADJ,ADJ,amod,torów,False,False,False
torów,tor,SUBST,NOUN,nmod:arg,budowa,False,False,False
do,do,PREP,ADP,case,jazdy,True,False,False
jazdy,jazda,SUBST,NOUN,obl:arg,wykonanie,False,False,False
typu,typ,SUBST,NOUN,nmod:arg,jazdy,False,False,False
pumptrack,pumptrack,SUBST,NOUN,obj,wykonanie,False,False,False
wraz,wraz,ADV,ADV,case,uzupelniajaca,False,False,False
z,z,PREP,ADP,fixed,wraz,True,False,False
uzupelniajaca,uzupelniajaca,SUBST,NOUN,nmod,pumptrack,False,False,False
zielenia,zielenia,SUBST,NOUN,obj,uzupelniajaca,False,False,False
i,i,CONJ,CCONJ,cc,miejscami,True,False,False
miejscami,miejsce,SUBST,NOUN,conj,zielenia,False,False,False
do,do,PREP,ADP,case,odpoczynku,True,False,False
odpoczynku,odpoczynek,SUBST,NOUN,nmod,miejscami,False,False,False
w,w,PREP,ADP,case,poblizu,True,False,False
poblizu,poblizu,SUBST,NOUN,obl,wykonanie,False,False,False
przystanku,przystanek,SUBST,NOUN,nmod,poblizu,False,False,False
autobusowego,autobusowy,ADJ,ADJ,amod,przystanku,False,False,False
"""","""",INTERP,PUNCT,punct,gierdziejewskiego,False,True,False
gierdziejewskiego,gierdziejewskiego,SUBST,PROPN,appos,przystanku,False,False,False
wymiana,wymiana,SUBST,NOUN,nsubj,oswietlenie,False,False,False
oswietlenia,oswietlenia,SUBST,NOUN,nmod:arg,wymiana,False,False,False
przy,przy,PREP,ADP,case,ulicach,True,False,False
gtównych,gtównych,ADJ,ADJ,acl,ulicach,False,False,False
ulicach,ulica,SUBST,NOUN,nmod,wymiana,False,False,False
dzielnicy,dzielnica,SUBST,NOUN,nmod,ulicach,False,False,False
na,na,PREP,ADP,case,oprawy,True,False,False
oprawy,oprawa,SUBST,NOUN,nmod:arg,wymiana,False,False,False
led,leda,SUBST,NOUN,nmod,oprawy,False,False,False
oraz,oraz,CONJ,CCONJ,cc,montaz,True,False,False
montaz,montaz,SUBST,NOUN,conj,wymiana,False,False,False
solarnych,solarny,ADJ,ADJ,amod,tawek,False,False,False
tawek,tawek,SUBST,NOUN,nmod:arg,montaz,False,False,False
(,(,INTERP,PUNCT,punct,ul,False,True,False
ul,ul,BREV,X,nmod,tawek,False,False,False
.,.,INTERP,PUNCT,punct,ul,False,True,False
okreina,okreina,SUBST,ADJ,amod,ul,False,False,False
",",",",INTERP,PUNCT,punct,chwarznienska,False,True,False
chwarznienska,chwarznienska,SUBST,ADJ,conj,okreina,False,False,False
",",",",INTERP,PUNCT,punct,wiczlinska,False,True,False
wiczlinska,wiczlinska,SUBST,NOUN,conj,chwarznienska,False,False,False
",",",",INTERP,PUNCT,punct,zaruskiego,False,True,False
zaruskiego,zaruskiego,SUBST,ADJ,conj,chwarznienska,False,False,False
",",",",INTERP,PUNCT,punct,filipkowskiego,False,True,False
filipkowskiego,filipkowskiego,ADJ,ADJ,conj,chwarznienska,False,False,False
i,i,CONJ,CCONJ,cc,staniszewskiego,True,False,False
staniszewskiego,staniszewskiego,ADJ,ADJ,conj,chwarznienska,False,False,False
),),INTERP,PUNCT,punct,ul,False,True,False
instalacja,instalacja,SUBST,NOUN,ROOT,instalacja,False,False,False
oswietlenia,oswietlenia,SUBST,NOUN,nmod:arg,instalacja,False,False,False
i,i,CONJ,CCONJ,cc,monitoringu,True,False,False
monitoringu,monitoring,SUBST,NOUN,conj,oswietlenia,False,False,False
na,na,PREP,ADP,case,boiskach,True,False,False
boiskach,boisko,SUBST,NOUN,nmod,instalacja,False,False,False
sportowych,sportowy,ADJ,ADJ,amod,boiskach,False,False,False
przy,przy,PREP,ADP,case,sp,True,False,False
sp,sp,SUBST,PROPN,nmod,boiskach,False,False,False
nr,nr,BREV,X,nmod,sp,False,False,False
10,10,NUM,X,amod,nr,False,False,True
i,i,CONJ,CCONJ,cc,xiv,True,False,False
xiv,xiv,ADJ,PROPN,conj,sp,True,False,False
lo,lo,SUBST,X,fixed,sp,False,False,False
remont,remonta,SUBST,NOUN,nmod,boiskach,False,False,False
i,i,CONJ,CCONJ,cc,zadaszenie,True,False,False
zadaszenie,zadaszenie,GER,NOUN,conj,instalacja,False,False,False
istniejacej,istniejacej,PACT,ADJ,acl,sceny,False,False,False
sceny,scena,SUBST,NOUN,obj,zadaszenie,False,False,False
w,w,PREP,ADP,case,parku,True,False,False
parku,park,SUBST,NOUN,nmod,zadaszenie,False,False,False
kilonskim,kilonskim,ADJ,ADJ,amod,parku,False,False,False
estetyzacja,estetyzacja,SUBST,NOUN,ROOT,estetyzacja,False,False,False
parku,park,SUBST,NOUN,nmod:arg,estetyzacja,False,False,False
nad,nad,PREP,ADP,case,struga,True,False,False
cisowska,cisowska,SUBST,ADJ,amod,struga,False,False,False
struga,strug,SUBST,NOUN,nmod,estetyzacja,False,False,False
(,(,INF,PUNCT,punct,teren,False,True,False
teren,teren,SUBST,NOUN,appos,estetyzacja,False,False,False
wzdluz,wzdluz,PREP,NOUN,amod,teren,False,False,False
ul,ul,BREV,X,nmod,teren,False,False,False
.,.,INTERP,PUNCT,punct,ul,False,True,False
morskiej,morski,ADJ,ADJ,amod,ul,False,False,False
pomiedzy,pomiedzy,SUBST,ADP,case,ul,False,False,False
ul,ul,BREV,X,nmod,ul,False,False,False
.,.,INTERP,PUNCT,punct,ul,False,True,False
zbozowa,zbozowa,ADJ,ADJ,amod,ul,False,False,False
i,i,CONJ,CCONJ,cc,przystankiem,True,False,False
przystankiem,przystanek,SUBST,NOUN,conj,ul,False,False,False
zkm,zkm,SUBST,ADP,parataxis:insert,ul,False,False,False
przy,przy,PREP,ADP,case,ul,True,False,False
.,.,INTERP,PUNCT,punct,ul,False,True,False
kcynskiej,kcynskiej,SUBST,ADJ,amod,ul,False,False,False
),),INTERP,PUNCT,punct,teren,False,True,False
-,-,INTERP,PUNCT,punct,estetyzacja,False,True,False
nasadzenia,nasadzenia,SUBST,NOUN,ROOT,nasadzenia,False,False,False
zieleni,zieleń,SUBST,NOUN,nmod,nasadzenia,False,False,False
modernizacja,modernizacja,SUBST,NOUN,ROOT,modernizacja,False,False,False
ciagu,ciagu,SUBST,PROPN,nmod,modernizacja,False,False,False
pieszo,pieszo,SUBST,ADV,advmod,ciagu,False,False,False
-,-,ADJ,PUNCT,punct,rowerowego,False,True,False
rowerowego,rowerowy,ADJ,ADJ,conj,pieszo,False,False,False
od,od,PREP,ADP,case,ul,True,False,False
ul,ul,BREV,X,obl,ciagu,False,False,False
.,.,INTERP,PUNCT,punct,ul,False,True,False
kcynskiej,kcynskiej,ADV,ADV,amod,ul,False,False,False
do,do,PREP,ADP,case,mostku,True,False,False
mostku,mostek,SUBST,NOUN,obl,kcynskiej,False,False,False
nad,nad,PREP,ADP,case,struga,True,False,False
cisowska,cisowska,SUBST,ADJ,amod,struga,False,False,False
struga,strug,SUBST,NOUN,obl,kcynskiej,False,False,False
-,-,INTERP,PUNCT,punct,wymiana,False,True,False
wymiana,wymiana,SUBST,NOUN,nmod,modernizacja,False,False,False
nawierzchni,nawierzchnia,SUBST,NOUN,nmod:arg,wymiana,False,False,False
chodnika,chodnik,SUBST,NOUN,nmod:arg,nawierzchni,False,False,False
",",",",INTERP,PUNCT,punct,montaz,False,True,False
montaz,montaz,SUBST,NOUN,conj,wymiana,False,False,False
fawek,fawek,SUBST,NOUN,nmod,montaz,False,False,False
i,i,CONJ,CCONJ,cc,koszy,True,False,False
koszy,kosz,SUBST,NOUN,conj,fawek,False,False,False
na,na,PREP,ADP,case,smieci,True,False,False
smieci,smieci,SUBST,PROPN,nmod,koszy,False,False,False
budowa,budowa,SUBST,NOUN,nmod,modernizacja,False,False,False
placu,plac,SUBST,NOUN,nmod:arg,budowa,False,False,False
zabaw,zabawa,SUBST,NOUN,nmod:arg,placu,False,False,False
",",",",INTERP,PUNCT,punct,boiska,False,True,False
boiska,boisko,SUBST,NOUN,conj,placu,False,False,False
do,do,PREP,ADP,case,gry,True,False,False
gry,gra,SUBST,NOUN,nmod,boiska,False,False,False
w,w,PREP,ADP,case,pitke,True,False,False
pitke,pitke,SUBST,PROPN,nmod,gry,False,False,False
nozna,nozna,ADJ,ADJ,amod,pitke,False,False,False
oraz,oraz,CONJ,CCONJ,cc,biezni,True,False,False
biezni,biezni,ADJ,NOUN,conj,nozna,False,False,False
lekkoatletycznej,lekkoatletyczny,ADJ,ADJ,amod,biezni,False,False,False
na,na,PREP,ADP,case,terenie,True,False,False
terenie,teren,SUBST,NOUN,nmod,gry,False,False,False
szkoty,szkot,SUBST,NOUN,nmod:arg,terenie,False,False,False
podstawowej,podstawowy,ADJ,ADJ,amod,szkoty,False,False,False
nr,nr,BREV,X,nmod,szkoty,False,False,False
31,31,NUM,ADJ,nummod,montaz,False,False,True
montaz,montaz,SUBST,NOUN,nmod,nr,False,False,False
2,2,NUM,NUM,amod,montaz,False,False,True
radarowych,radarowy,ADJ,ADJ,amod,wyswietlaczy,False,False,False
wyswietlaczy,wyswietlaczy,ADJ,NOUN,nmod:arg,montaz,False,False,False
predkosci,predkosci,SUBST,NOUN,nmod,wyswietlaczy,False,False,False
na,na,PREP,ADP,case,ulicy,True,False,False
ulicy,ulica,SUBST,NOUN,nmod,predkosci,False,False,False
rdestowej,rdestowej,ADJ,ADJ,amod,ulicy,False,False,False
-,-,INTERP,PUNCT,punct,skrzyzowaniu,False,True,False
przy,przy,PREP,ADP,case,skrzyzowaniu,True,False,False
skrzyzowaniu,skrzyzowaniu,SUBST,NOUN,nmod,terenie,False,False,False
z,z,PREP,ADP,case,ul,True,False,False
ul,ul,BREV,X,nmod,skrzyzowaniu,False,False,False
.,.,INTERP,PUNCT,punct,ul,False,True,False
kolendrowa,kolendrowy,SUBST,ADJ,nmod,ul,False,False,False
oraz,oraz,CONJ,CCONJ,cc,skrzyzowaniu,True,False,False
skrzyzowaniu,skrzyzowaniu,SUBST,NOUN,conj,skrzyzowaniu,False,False,False
z,z,PREP,ADP,case,ul,True,False,False
ul,ul,BREV,X,nmod,skrzyzowaniu,False,False,False
.,.,INTERP,PUNCT,punct,ul,False,True,False
lukrecjowa,lukrecjowy,ADJ,ADJ,amod,ul,False,False,False
remont,remonta,SUBST,NOUN,nsubj,skrzyzowaniu,False,False,False
nawierzchni,nawierzchnia,SUBST,NOUN,nmod:arg,remont,False,False,False
ulicy,ulica,SUBST,NOUN,nmod,nawierzchni,False,False,False
anyzowej,anyzowej,ADJ,ADJ,punct,odbudowa,False,False,False
odbudowa,odbudowa,SUBST,NOUN,conj,skrzyzowaniu,False,False,False
sciezki,sciezki,SUBST,NOUN,nmod:arg,odbudowa,False,False,False
zdrowia,zdrowie,SUBST,NOUN,nmod:arg,sciezki,False,False,False
w,w,PREP,ADP,case,lasku,True,False,False
lasku,lasek,SUBST,NOUN,nmod,odbudowa,False,False,False
za,za,PREP,ADP,case,kosciotem,True,False,False
kosciotem,kosciotem,SUBST,NOUN,nmod,odbudowa,False,False,False
przy,przy,PREP,ADP,case,ul,True,False,False
ul,ul,BREV,X,nmod,kosciotem,False,False,False
.,.,INTERP,PUNCT,punct,ul,False,True,False
nagietkowej,nagietkowy,ADJ,ADJ,amod,miasteczko,False,False,False
miasteczko,miasteczko,SUBST,NOUN,nmod,ul,False,False,False
gier,gra,SUBST,NOUN,nmod,miasteczko,False,False,False
podwórkowych,podwórkowy,ADJ,ADJ,amod,gier,False,False,False
z,z,PREP,ADP,case,ulicami,True,False,False
ulicami,ulica,SUBST,NOUN,nmod,gier,False,False,False
i,i,CONJ,CCONJ,cc,znakami,True,False,False
znakami,znak,SUBST,NOUN,conj,ulicami,False,False,False
ruchu,rucho,SUBST,NOUN,nmod:arg,ulicami,False,False,False
drogowego,drogowy,ADJ,ADJ,amod,ruchu,False,False,False
przy,przy,PREP,ADP,case,nr,True,False,False
zsp,zsp,SUBST,X,fixed,przy,False,False,False
nr,nr,BREV,X,nmod,miasteczko,False,False,False
3,3,NUM,X,amod,nr,False,False,True
(,(,INTERP,PUNCT,punct,ul,False,True,False
ul,ul,BREV,X,nmod,nr,False,False,False
.,.,INTERP,PUNCT,punct,ul,False,True,False
nagietkowa,nagietkowy,SUBST,ADJ,nmod,ul,False,False,False
73,73,NUM,X,flat,nagietkowa,False,False,True
),),INTERP,PUNCT,punct,ul,False,True,False
oraz,oraz,CONJ,CCONJ,cc,miasteczko,True,False,False
mini,mini,SUBST,ADJ,amod,miasteczko,False,False,False
-,-,INTERP,PUNCT,punct,miasteczko,False,True,False
miasteczko,miasteczko,SUBST,NOUN,conj,miasteczko,False,False,False
gier,gra,SUBST,NOUN,nmod,miasteczko,False,False,False
podwórkowych,podwórkowy,ADJ,ADJ,acl,gier,False,False,False
przy,przy,PREP,ADP,case,zwe,True,False,False
zwe,zwe,SUBST,NOUN,obl,podwórkowych,False,False,False
nr,nr,BREV,X,nmod,gier,False,False,False
1,1,ADJ,X,amod,nr,False,False,True
(,(,INTERP,PUNCT,punct,ul,False,True,False
ul,ul,BREV,X,nmod,nr,False,False,False
.,.,INTERP,PUNCT,punct,ul,False,True,False
wiczlinska,wiczlinska,SUBST,ADJ,amod,ul,False,False,False
33,33,NUM,X,obl,wiczlinska,False,False,True
),),INTERP,PUNCT,punct,ul,False,True,False
wybieg,wybieg,SUBST,NOUN,nmod,miasteczko,False,False,False
dla,dla,PREP,ADP,case,psów,True,False,False
psów,pies,SUBST,NOUN,nmod,wybieg,False,False,False
z,z,PREP,ADP,case,torem,True,False,False
torem,tor,SUBST,NOUN,nmod,psów,False,False,False
agility,agility,SUBST,X,amod,torem,False,False,False
przy,przy,PREP,ADP,case,ul,True,False,False
ul,ul,BREV,X,nmod,torem,False,False,False
.,.,INTERP,PUNCT,punct,ul,False,True,False
rdestowej,rdestowej,ADJ,ADJ,amod,ul,False,False,False
w,w,PREP,ADP,case,skrzyzowania,True,False,False
okolicy,okolica,SUBST,NOUN,fixed,w,False,False,False
skrzyzowania,skrzyzowania,SUBST,NOUN,nmod,ul,False,False,False
z,z,PREP,ADP,case,ul,True,False,False
ul,ul,BREV,X,nmod,skrzyzowania,False,False,False
.,.,INTERP,PUNCT,punct,ul,False,True,False
kameliowa,kameliowa,ADJ,PROPN,nmod,ul,False,False,False
nasadzenie,nasadzenie,GER,NOUN,nmod,wybieg,False,False,False
drzew,drzewo,SUBST,NOUN,obj,nasadzenie,False,False,False
wzdtuz,wzdtuz,SUBST,VERB,nmod,wybieg,False,False,False
ulicy,ulica,SUBST,NOUN,obj,wzdtuz,False,False,False
rdestowej,rdestowej,ADJ,ADJ,amod,uporzadkowanie,False,False,False
uporzadkowanie,uporzadkowanie,GER,NOUN,nmod,ulicy,False,False,False
ul,ul,BREV,X,nmod,uporzadkowanie,False,False,False
.,.,INTERP,PUNCT,punct,ul,False,True,False
nowowiczlinskiej,nowowiczlinskiej,ADV,ADV,amod,ul,False,False,False
w,w,PREP,ADP,case,obrebie,True,False,False
obrebie,obrebie,SUBST,NOUN,nmod,wybieg,False,False,False
numerów,numer,SUBST,NOUN,nmod:arg,obrebie,False,False,False
10,10,NUM,X,amod,numerów,False,False,True
-,-,SUBST,PUNCT,punct,16,False,True,False
16,16,ADJ,ADJ,conj,10,False,False,True
-,-,INTERP,ADJ,amod,utozenie,False,True,False
utozenie,utozenie,GER,NOUN,nmod,wybieg,False,False,False
brakujacych,brakujacych,ADJ,ADJ,amod,pfyt,False,False,False
pfyt,pfyt,SUBST,NOUN,obj,utozenie,False,False,False
typu,typ,SUBST,NOUN,nmod:arg,pfyt,False,False,False
meba,meba,SUBST,NOUN,nmod:arg,typu,False,False,False
w,w,PREP,ADP,case,budek,True,False,False
otoczeniu,otoczenie,SUBST,NOUN,fixed,w,False,False,False
budek,budka,SUBST,NOUN,obl,utozenie,False,False,False
handlowych,handlowy,ADJ,ADJ,amod,budek,False,False,False
wymiana,wymiana,SUBST,NOUN,nmod,wybieg,False,False,False
nawierzchni,nawierzchnia,SUBST,NOUN,nmod:arg,wymiana,False,False,False
ze,z,PREP,ADP,case,trawy,True,False,False
sztucznej,sztuczny,ADJ,ADJ,amod,trawy,False,False,False
trawy,trawa,SUBST,NOUN,nmod,nawierzchni,False,False,False
na,na,PREP,ADP,case,boisku,True,False,False
boisku,boisko,SUBST,NOUN,nmod,wymiana,False,False,False
do,do,PREP,ADP,case,pitki,True,False,False
pitki,pitka,SUBST,NOUN,nmod,boisku,False,False,False
noznej,noznej,ADJ,ADJ,amod,pitki,False,False,False
przy,przy,PREP,ADP,case,ul,True,False,False
ul,ul,BREV,X,nmod,pitki,False,False,False
.,.,INTERP,PUNCT,punct,ul,False,True,False
nagietkowej,nagietkowy,ADJ,ADJ,amod,progi,False,False,False
73,73,NUM,NUM,nummod,progi,False,False,True
progi,próg,SUBST,NOUN,nmod,ul,False,False,False
zwalniajace,zwalniajace,FIN,ADJ,nmod:arg,progi,False,False,False
oraz,oraz,CONJ,CCONJ,cc,oznakowanie,True,False,False
oznakowanie,oznakowanie,GER,NOUN,conj,wybieg,False,False,False
srodka,srodka,SUBST,NOUN,obj,oznakowanie,False,False,False
jezdni,jezdny,SUBST,NOUN,nmod:arg,srodka,False,False,False
u,u,PREP,ADP,case,zbiegu,True,False,False
zbiegu,zbieg,SUBST,NOUN,nmod,oznakowanie,False,False,False
ulic,ulica,SUBST,NOUN,nmod:arg,zbiegu,False,False,False
lukrecjowej,lukrecjowy,ADJ,ADJ,amod,ulic,False,False,False
i,i,CONJ,CCONJ,cc,imbirowej,True,False,False
imbirowej,imbirowy,ADJ,ADJ,conj,lukrecjowej,False,False,False
budowa,budowa,SUBST,NOUN,nsubj,oznakowanie,False,False,False
parkour,parkour,SUBST,NOUN,nmod,budowa,False,False,False
park,park,SUBST,NOUN,flat,parkour,False,False,False
przy,przy,PREP,ADP,case,szkole,True,False,False
szkole,szkoła,SUBST,NOUN,nmod,budowa,False,False,False
podstawowej,podstawowy,ADJ,ADJ,amod,szkole,False,False,False
nr,nr,BREV,X,nmod,szkole,False,False,False
47,47,NUM,X,nummod,modernizacja,False,False,True
modernizacja,modernizacja,SUBST,NOUN,nmod,wybieg,False,False,False
boiska,boisko,SUBST,NOUN,nmod:arg,modernizacja,False,False,False
przy,przy,PREP,ADP,case,ul,True,False,False
ul,ul,BREV,X,nmod,modernizacja,False,False,False
.,.,INTERP,PUNCT,punct,ul,False,True,False
kolendrowej,kolendrowy,ADJ,ADJ,amod,ul,False,False,False
-,-,INTERP,PUNCT,punct,wymiana,False,True,False
wymiana,wymiana,SUBST,NOUN,conj,modernizacja,False,False,False
nawierzchni,nawierzchnia,SUBST,NOUN,nmod:arg,wymiana,False,False,False
oraz,oraz,CONJ,CCONJ,cc,montaz,True,False,False
montaz,montaz,SUBST,NOUN,conj,wymiana,False,False,False
bramek,bramka,SUBST,NOUN,nmod:arg,montaz,False,False,False
i,i,CONJ,CCONJ,cc,pitkochwytów,True,False,False
pitkochwytów,pitkochwytów,SUBST,NOUN,conj,wymiana,False,False,False
instalacja,instalacja,SUBST,NOUN,nmod,wybieg,False,False,False
oswietlenia,oswietlenia,SUBST,NOUN,nmod:arg,instalacja,False,False,False
przy,przy,PREP,ADP,case,przejsciach,True,False,False
3,3,NUM,NUM,nummod,przejsciach,False,False,True
przejsciach,przejsciach,SUBST,NOUN,nmod,instalacja,False,False,False
dla,dla,PREP,ADP,case,pieszych,True,False,False
pieszych,pieszy,SUBST,NOUN,nmod,przejsciach,False,False,False
:,:,INTERP,PUNCT,punct,skrzyzowanie,False,True,False
przy,przy,PREP,ADP,case,wiczlinskiej,True,False,False
wiczlinskiej,wiczlinskiej,SUBST,ADJ,amod,skrzyzowanie,False,False,False
(,(,INTERP,PUNCT,punct,skrzyzowanie,False,True,False
skrzyzowanie,skrzyzowanie,SUBST,NOUN,nmod,wybieg,False,False,False
z,z,PREP,ADP,case,miqtowa,True,False,False
miqtowa,miqtowa,SUBST,ADJ,nmod,skrzyzowanie,False,False,False
),),INTERP,PUNCT,punct,skrzyzowanie,False,True,False
oraz,oraz,CONJ,CCONJ,cc,rdestowej,True,False,False
rdestowej,rdestowej,ADJ,ADJ,amod,wymiana,False,False,False
