orth_,lemma_,tag_,pos_,dep_,head,is_stop,is_punct,is_digit
białołęce,białołęce,SUBST,NOUN,nmod,wypożyczalnia,False,False,False
nowe,nowy,ADJ,ADJ,amod,nasadzenia,False,False,False
nasadzenia,nasadzenia,SUBST,NOUN,obj,wypożyczalnia,False,False,False
wzdłuż,wzdłuż,PREP,ADP,case,al,False,False,False
al,al,SUBST,X,nmod,nasadzenia,False,False,False
.,.,INTERP,PUNCT,punct,al,False,True,False
wilanowskiej,wilanowski,ADJ,ADJ,amod,modernizacja,False,False,False
modernizacja,modernizacja,SUBST,NOUN,nmod,akcja,False,False,False
drogi,droga,SUBST,NOUN,nmod:arg,modernizacja,False,False,False
rowerowej,rowerowy,ADJ,ADJ,amod,drogi,False,False,False
wzdłuż,wzdłuż,PREP,ADP,case,ul,False,False,False
ul,ul,BREV,X,nmod,modernizacja,False,False,False
.,.,INTERP,PUNCT,punct,ul,False,True,False
belgradzkiej,belgradzki,ADJ,ADJ,amod,ul,False,False,False
na,na,PREP,ADP,case,odcinku,True,False,False
odcinku,odcinek,SUBST,NOUN,nmod,ul,False,False,False
od,od,PREP,ADP,case,al,True,False,False
al,al,SUBST,X,nmod,odcinku,False,False,False
.,.,INTERP,PUNCT,punct,al,False,True,False
ken,ken,SUBST,NOUN,nmod,akcja,False,False,False
do,do,PREP,ADP,case,ul,True,False,False
ul,ul,BREV,X,nmod,akcja,False,False,False
.,.,INTERP,PUNCT,punct,ul,False,True,False
rosoła,rosoła,SUBST,VERB,nmod,ul,False,False,False
bawmy,bawić,IMPT,VERB,acl,akcja,False,False,False
się,się,QUB,PRON,expl:pv,bawmy,True,False,False
dłużej,długo,SUBST,ADV,advmod,bawmy,False,False,False
.,.,INTERP,PUNCT,punct,wyremontujmy,False,True,False
doświetlmy,doświetlmy,SUBST,ADJ,amod,place,False,False,False
place,plac,SUBST,NOUN,nsubj,ratujmy,False,False,False
zabaw,zabawa,SUBST,NOUN,nmod:arg,place,False,False,False
dla,dla,PREP,ADP,case,dzieci,True,False,False
dzieci,dziecko,SUBST,NOUN,nmod,zabaw,False,False,False
na,na,PREP,ADP,case,pradze,True,False,False
pradze,pradze,SUBST,PROPN,nmod,dzieci,False,False,False
południe,południe,SUBST,NOUN,obl,ratujmy,False,False,False
ratujmy,ratować,IMPT,VERB,ROOT,ratujmy,False,False,False
drzewa,drzewo,SUBST,NOUN,obj,ratujmy,False,False,False
poprzez,poprzez,PREP,ADP,case,zakup,False,False,False
zakup,zakup,SUBST,NOUN,obl,ratujmy,False,False,False
worków,worek,SUBST,NOUN,nmod:arg,zakup,False,False,False
nawadniających,nawadniających,PACT,ADJ,acl,worków,False,False,False
-,-,INTERP,PUNCT,punct,podlewających,False,True,False
podlewających,podlewających,ADJ,ADJ,acl,drzewa,False,False,False
drzewa,drzewo,SUBST,NOUN,iobj,nawadniających,False,False,False
remont,remonta,SUBST,NOUN,nmod,zakup,False,False,False
chodnika,chodnik,SUBST,NOUN,nmod:arg,remont,False,False,False
i,i,CONJ,CCONJ,cc,budowa,True,False,False
budowa,budowa,SUBST,NOUN,conj,remont,False,False,False
ścieżki,ścieżka,SUBST,NOUN,nmod:arg,budowa,False,False,False
rowerowej,rowerowy,ADJ,ADJ,amod,ścieżki,False,False,False
wzdłuż,wzdłuż,PREP,ADP,case,domaniewskiej,False,False,False
domaniewskiej,domaniewskiej,ADV,ADJ,obl,ratujmy,False,False,False
mała,mały,ADJ,ADJ,amod,retencja,False,False,False
retencja,retencja,SUBST,NOUN,nsubj,ratujmy,False,False,False
wody,woda,SUBST,NOUN,nmod:arg,retencja,False,False,False
deszczowej,deszczowy,ADJ,ADJ,amod,wody,False,False,False
do,do,PREP,ADP,case,podlewania,True,False,False
podlewania,podlewania,GER,NOUN,nmod,retencja,False,False,False
zieleni,zieleń,SUBST,NOUN,obj,podlewania,False,False,False
miejskiej,miejski,ADJ,ADJ,amod,zieleni,False,False,False
w,w,PREP,ADP,case,okresach,True,False,False
okresach,okres,SUBST,NOUN,nmod,podlewania,False,False,False
suszy,suszyć,FIN,VERB,nmod,okresach,False,False,False
jerzyki,jerzyk,SUBST,NOUN,nmod,retencja,False,False,False
nad,nad,PREP,ADP,case,jeziorem,True,False,False
jeziorem,jezioro,SUBST,NOUN,nmod,jerzyki,False,False,False
kamionkowskim,kamionkowski,ADJ,ADJ,amod,jeziorem,False,False,False
i,i,CONJ,CCONJ,cc,okolicami,True,False,False
okolicami,okolica,SUBST,NOUN,conj,jeziorem,False,False,False
zielona,zielony,ADJ,ADJ,amod,okolicami,False,False,False
i,i,CONJ,CCONJ,cc,okolica,True,False,False
bezpieczna,bezpieczny,ADJ,ADJ,amod,okolica,False,False,False
okolica,okolica,SUBST,NOUN,conj,jerzyki,False,False,False
stacji,stacja,SUBST,NOUN,nmod,okolica,False,False,False
pkp,pkp,SUBST,PROPN,appos,stacji,False,False,False
powązki,powązki,SUBST,ADJ,amod:flat,pkp,False,False,False
uczta,uczta,SUBST,NOUN,nmod,retencja,False,False,False
dla,dla,PREP,ADP,case,ptaków,True,False,False
ptaków,ptak,SUBST,NOUN,nmod,uczta,False,False,False
",",",",INTERP,PUNCT,punct,nasadzenia,False,True,False
czyli,czyli,CONJ,CCONJ,cc,nasadzenia,True,False,False
nasadzenia,nasadzenia,SUBST,NOUN,conj,uczta,False,False,False
jarzębin,jarzębin,SUBST,ADV,nmod,uczta,False,False,False
",",",",SUBST,PUNCT,punct,grusz,False,True,False
grusz,grusza,SUBST,NOUN,conj,jarzębin,False,False,False
i,i,CONJ,CCONJ,cc,kalin,True,False,False
kalin,kalina,SUBST,NOUN,conj,jarzębin,False,False,False
",",",",INTERP,PUNCT,punct,chronimy,False,True,False
przy,przy,PREP,ADP,case,ulicy,True,False,False
ulicy,ulica,SUBST,NOUN,obl,chronimy,False,False,False
jeżewskiego,jeżewskiego,ADJ,DET,nmod,ulicy,False,False,False
„,„,SUBST,PUNCT,punct,chronimy,False,True,False
chronimy,chronić,FIN,VERB,conj,ratujmy,False,False,False
wolskie,wolski,ADJ,ADJ,amod,jerzyki,False,False,False
jerzyki,jerzyk,SUBST,NOUN,obj,chronimy,False,False,False
",",",",INTERP,PUNCT,punct,wróble,False,True,False
